é o retrato de uma represa?,significado_obra
O que é esse negócio azil com uma bola branca? parece uma garrafa,elemento_azul
Isso é modernismo? ,estilo_pintura
O que é modernismo?,estilo_pintura
Em que época surgiu o modernismo no Brasil?,estilo_pintura
O que é modernismo?,estilo_pintura
o que é modernismo?,estilo_pintura
o que é modernismo?,estilo_pintura
o que é modernismo?,estilo_pintura
o que é modernismo?,estilo_pintura
Em que época esse quadro foi pintado?,data_obra
Qual a tinta utilizada?,técnica_obra
as janelas dos prédios estão abertas ou fechadas?,sem_resposta
o que tem de modernismo na pintura?,características_obra
Por que é modernismo?,características_obra
quais as caracteristicas do modernismo?,características_obra
Em que época o mordernismo nasceu?,estilo_pintura
Qual tinta é usada para pintar?,técnica_obra
porque os personagens nao tem caras?,pessoas_obra
A autora diz qual foi sua inspiração para ter feito a pintura?,inspiração_obra
O que são essas duas imagens que parecem uma lampada?,pessoas_obra
Biografia do artista?,biografia_tarsila
É um bonde ali no fundo?,elementos_bonde
É um trem ou bonde na figura?,elementos_bonde
No fundo é um trem ou uma ponte?,elementos_viaduto
isso é um trem ? ou uma ponte ?,elementos_viaduto
Tem um ponte na figura?,elementos_viaduto
a estrada vira rio ? ou rio vira estrada ?,elementos_viaduto
A bola branca com o corpo azul é um poste de luz?,elemento_azul
esta figura de azul e um homem?,elemento_azul
O número 135831 tem algum significado?,significado_numero
O que significa essa figura do lado direito (em azul)?,elemento_azul
"O que essa figura azul com uma bolinha branca em cima, no primeiro plano, representa?",elemento_azul
Por que a palmeira está sozinha entre dois prédios?,elemento_árvore_fundo
Qual mensagem a pintora quis passar?,significado_obra
O que acontece nesse quadro?,significado_obra
esta muito quente?,clima_obra
O que este quadro significa?,significado_obra
O que significa esse quadro?,significado_obra
o que significa?,significado_obra
Poderia falar um pouco sobre a biografia da Trasila?,biografia_tarsila
Que bicho tem no quadro?,pessoas_obra
Esses traços foram inspirados em que?,estilo_pintura
Quanto tempo Tarsila levou para fazer esta obra?,duração_obra
aquilo e um trem saindo de uma fabrica?,elementos_bonde
O que significa no numero 135831?,significado_numero
O que significa o número 135831?,significado_numero
O que representa o número 135831?,significado_numero
O que os numeros 135831 representam ?,significado_numero
Porque tem o numero 135831 ?,significado_numero
O que significa o número 135831?,significado_numero
o que significa o número 135831 ?,significado_numero
O que significa 135831?,significado_numero
o que significa 135831?,significado_numero
o que representa 135831?,significado_numero
Por que o número 135831?,significado_numero
O que quer dizer este numero (135831) nesta obra?,significado_numero
O que significa o numero 135831 ?,significado_numero
O que quer dizer o numero 135831 ?,significado_numero
o por que do número 135831?,significado_numero
O que o artista quis dizer com os números 135831?,significado_numero
Esse número 135831 tem algum significado?,significado_numero
o que representam os números 135831 presentes no quadro?,significado_numero
A que se refere o número 135831?,significado_numero
O que significa o número 135831?,significado_numero
O que significa 135831?,significado_numero
"Gostaria de ver o quadro sem as letras da legenda, elas atrapalham, devem estar fora. Me deixam confusa se o número 135831 eram do quadro ou do label, pode esclarecer?",significado_numero
o que quer dizer o numero 135831?,significado_numero
O que é o número 135831 neste quadro?,significado_numero
"O número 135831 , qual o significado ? ",significado_numero
Por que o numero 135831 esta registrado naquele prédio?,significado_numero
O que é o número 135831?,significado_numero
O que significa o numero 135831?,significado_numero
o que significa o número 135831 que aparece na pintura?,significado_numero
O que significa o número 135831?,significado_numero
Por que ter linhas simétricas?,formas_obra
como se chama esta forma de pintar?,formas_obra
porque a pintura parece infantil? ,formas_obra
Porquê a árvore é redonda?,formas_obra
Por que é tudo quadrado e redondo?,formas_obra
Por que esta imagem esta retratando a cidade de sao paulo?,significado_obra
Qual o nome dos gatos vermelho e azul?,elemento_vermelho
Como Tarsila do Amaral mostrava o modernismo em suas pinturas?,características_obra
isto é uma fabrica?,elemento_estrutura_metal
O pintor esta tentando descrever algo em sua cidade natal?,significado_obra
por nao foi possível registrar a pergunta?,sem_compreensão
Onde posso visitar este quadro?,museu_obra
Em qual museu encontro este quadro?,museu_obra
Em que a pintora se inspirou para pintar este quadro?,inspiração_obra
a artista se inspirou em algum momento de sua vida para criar essa obra?,inspiração_obra
Este cenário existe de verdade ou foi inspiração de Tarsila?,inspiração_obra
cadê as sombras das coisas?,sombras_obra
O que estava acontecendo quando esse quadro foi feito?,obra_contexto_histórico
O que representam os numeros no fundo?,significado_numero
O que significam aqueles números?,significado_numero
O que significa o número no prédio?,significado_numero
qual o significado destes numeros?,significado_numero
O que significa esses números?,significado_numero
O que significa o numero no quadro.,significado_numero
O que significa aquela numero ?,significado_numero
O que significa esse número à esquerda?,significado_numero
"Qual o motivo de ter números nessa pintura, como essa idéia surgiu e o que significa?",significado_numero
Por que aqueles números?,significado_numero
O que é aquele número?,significado_numero
Os números tem algum significado ou são aleatórios?,significado_numero
o que significam os números no prédio da esquerda?,significado_numero
O que esse número na tela quer dizer?,significado_numero
Qual o significado do número retratado nesta pintura?,significado_numero
O que significa os números na obra?,significado_numero
o que representa este número?,significado_numero
O que significa os números na imagem?,significado_numero
O que significa o número no quadro?,significado_numero
o que quer dizer o numero no prédio? ,significado_numero
O que significa o número que aparece no quadro?,significado_numero
Qual o significado do numero?,significado_numero
O que significam aqueles números?,significado_numero
O que o número no quadro quer dizer?,significado_numero
o que representa esse numero ?,significado_numero
O que significa esse número?,significado_numero
Qual o contexto social?,significado_obra
O que o artista queria passar com essa obra?,significado_obra
Resumo da obra?,significado_obra
Do que é isso?,significado_obra
O que você retrata?,significado_obra
o que esta acontecendo nessa figura?,significado_obra
Qual a origem dessa pintura?,significado_obra
Que local é esse?,localização_obra
Qual local de são paulo é retratado na pintura?,localização_obra
Qual cidade se localiza o desenho?,localização_obra
Qual local de São Paulo está representado na obra?,localização_obra
Que local de São Paulo está retratado nesta obra?,localização_obra
Qual cidade é essa?,localização_obra
Onde é esta cidade?,localização_obra
Qual cidade é essa?,localização_obra
Que cidade é essa ?,localização_obra
"Quando Tarsila o pintou, o que parte da cidade ela quis retratar com estas figuras?",localização_obra
Essa cidade retradada existe?,localização_obra
Qual cidade esta sendo retratado por essa pintura?,localização_obra
Qual cidade a pintora tentou retratar?,localização_obra
Foi retratado algum lugar especifico de uma cidade?,localização_obra
Qual época o artista representou?,obra_contexto_histórico
Que cidade é essa?,localização_obra
Que cidade é essa?,localização_obra
O que o pintor quis demostrar?,significado_obra
qual a intenção do artista ao fazer esta obra ?,significado_obra
Qual  a idade desta quadro?,data_obra
o que representam as figuras quase humanas mostradas? ,pessoas_obra
qual tipo de arte este quadro representa,estilo_pintura
O que representa essa imagem?,significado_obra
O que esta imagem representa?,significado_obra
O que esta obra representa?,significado_obra
O que o autor da obra quis representar com este quadro?,significado_obra
O que ela representa para os dias atuais ? ,significado_obra
Qual a representação do quadro?,significado_obra
Porque ela acha que esse quadro representa são paulo?,significado_obra
O que a pintura representa?,significado_obra
O que a obra representa?,significado_obra
O que o artista quis representar nessa obra?,significado_obra
O que Tarsila quis representar com este quadro?,significado_obra
O que ela representa?,significado_obra
O que esta tela representa?,significado_obra
Esta obra representa alguma cidade em especial?,significado_obra
Essa obra representa o dia-a-dia na cidade grande?,significado_obra
Qual a representação dessa obra?,significado_obra
O que o quadro representa?,significado_obra
quanto custa este quadro?,valor_obra
Por que o pintor utilizou formas geométricas? ,formas_obra
por que a utilizacao de formas geometricas no modernismo é tao constante?,formas_obra
Por que o quadro apresenta tantas formas geométricas?,formas_obra
Por quê todas as figuras possuem formas geométricas bem definidas?,formas_obra
Por que as formas são todas geométricas?,formas_obra
Essa obra é antes ou depois de Abaporu?,sem_resposta
Quantos habitantes tem São Paulo?,sem_resposta
como um dautonico enxergaria essa obra?,sem_resposta
Existe replica desta obra?,sem_resposta
Representam duas crianças brincando?,pessoas_obra
Este cenário representa algum lugar específico ? Qual ?,localização_obra
O que representa a estrutura preta no centro da tela?,elementos_viaduto
Quais símbolos de São Paulo Tarsila do Amaral representou neste quadro?,formas_obra
testando,sem_compreensão
Por que as pessoas pintadas por ela não tem braços e rosto?,pessoas_obra
O que o autor quer transmitir com esta obra? ,significado_obra
Que ponto de vista a artista desejou ter retratado?,significado_obra
Essa pintura retrata a poluicao?,significado_obra
O que essa pintura retrata?,significado_obra
Qual a crítica implícita na obra? ,significado_obra
Tarsila desejava mostra que a cidade moderna poderia ser bela também?,significado_obra
"Com o crescimento das cidades, a cidade perderia a beleza?",significado_obra
"Será que quis retratar o mundo atual das grandes cidades, em que falta vida?",significado_obra
O que o artista pensou ao fazer este desenho ?,significado_obra
Qual a história desta pintura?,significado_obra
o sentido desta pintura seria não fazer sentido?,significado_obra
O que o autor quis mostrar com esta obra?,significado_obra
porque falta vida nessa obra ?,significado_obra
Por que a pintora pintou este quadro?,significado_obra
Por que foi desenhado?,significado_obra
Por que de o pintor utilizar figuras geométricas?,formas_obra
O que são exatamente essas figuras?,pessoas_obra
"o personagem em primeiro plano, de vermelho, é um homem ou macaco?",elemento_vermelho
O que significa essa espécie de 'rabo' na figura do lado esquerdo (em vermelho)?,elemento_vermelho
Vocês estão em um local seguro?,sem_compreensão
Porque foi escolhido essa temática portar sim ela,formas_obra
São edifícios ou são favelas no fundo,elemento_edifício
Esses prédios representa,elemento_edifício
Onde fica a pinacoteca de são Paulo?,sem_compreensão
o predio horizontal é o MASP ?,sem_compreensão
o que é esta imagem qual o significado? ,significado_obra
qual o significado desse quadro,significado_obra
Qual o significado desta obra?,significado_obra
Qual o significado desta obra?,significado_obra
quanto vale o quadro? ,valor_obra
Quanto vale esta obra?,valor_obra
Qual artista fez essa pintura?,autor_obra
Em que época viveu Trasila do Amaral?,biografia_tarsila
Biografia do artista?,biografia_tarsila
Em que época viveu o artista?,biografia_tarsila
Qual a impostancia da artista na época em que viveu?,importância_artista
Qual era a religião do artista?,religiao_artista
Os personagens são animais?,pessoas_obra
Qual o valor aproximado dessa obra?,valor_obra
Valor da obra?,valor_obra
Que valor esta obra tem para a sociedade nos dias de hoje?,valor_obra
Qual o valor desta obra?,valor_obra
Que outras obras esse artista pintou?,outras_obras
que outras obras estao relacionadas a essa?,outras_obras
onde tarcila morava?,moradia_autor
São animais na foto?,pessoas_obra
Isso é um gato?,elemento_vermelho
Qual o nome do modelo da esquerda?,elemento_vermelho
Esta obra é uma representação de qual estilo artístico?,estilo_pintura
Existe um trem na pintura?,elementos_bonde
Quantas cores diferentes tem nesse quadro? ,cores_obra
Qual s importância das cores para o modernismo?,cores_obra
Esta imagem é do Rio de Janeiro ?,localização_obra
Qual foi seu professor?,mentor_artista
Qual o contexto cultural?,obra_contexto_histórico
Qual era o contexto político da época em que a obra foi criada?,obra_contexto_histórico
"Tarsila do Amaral foi a mais proemintente pintora brasileira. Atribui-se a Tarsila do Amaral a reimplantação na arte brasileira do colorido 'desavergonhado' tipicamene brasileiro. Contudo, seus quadros sofrem influência direta de um de seus professores da Paris dos anos 20, que também lançava mão de cores vivas, formas geométricas e comparava o Cubismo à Renascença. Quem é esse professor? ",influências_artista
"A qual genero, ou segmento, pertence essa obra?",estilo_pintura
Que materiais o artista utilizou?,técnica_obra
Isso é um posto de gasolina?,pessoas_obra
a personagem de vermelho tem um rabo?,elemento_vermelho
A pessoa tem um rabo?,elemento_vermelho
Por que a pessoa de vermelho possui um rabo ?,elemento_vermelho
Por que a pessoa de vermelho tem um rabo?,elemento_vermelho
Porque o homem de vermelho tem rabo ?,elemento_vermelho
Por que o personagem vestido de azul não tem rabo ?,elemento_azul
É um rabo/calda saíndo do boneco laranja?,elemento_vermelho
É uma pessoa com rabo na frente?,elemento_vermelho
Esse homem tem rabo?,elemento_vermelho
"Mesmo sendo um exemplo de modernismo, qual o significado da pessoa com rabo ?",elemento_vermelho
O que significa este 'rabo' na pessoa de roupa vermelha?,elemento_vermelho
O que significa o rabo preto do homem con camisa vermelha? Por que o qa,elemento_vermelho
por que a pessoa vestida de laranja tem um rabo?,elemento_vermelho
Por que o homem tem um rabo?,elemento_vermelho
por que tem rabo?,elemento_vermelho
Por quê um dos homens tem um rabo? ,elemento_vermelho
Por quê uma das pessoas tem um rabo?,elemento_vermelho
Por que uma pessoa na foto possui um rabo?,elemento_vermelho
Por que uma pessoa tem um rabo?,elemento_vermelho
Porque a pessoa tem rabo?,elemento_vermelho
porque a pessoa tem um rabo?,elemento_vermelho
Porque a pessoa tem um rabo?,elemento_vermelho
Porque ele tem um rabo?,elemento_vermelho
Porque o moço de roupa vermelha tem um rabo ?,elemento_vermelho
porque o poste tem um rabo?,elemento_vermelho
porque um dos homens tem um rabo?,elemento_vermelho
porque um dos homes tem um rabo?,elemento_vermelho
A artista fez obras semelhantes?,outras_obras
quando foi pintado?,data_obra
Quando foi pintada?,data_obra
Quando foi pintada esta arte?,data_obra
Quando a pintura foi feita?,data_obra
Quando a obra foi feita? ,data_obra
quando foi feita essa pintura?,data_obra
Quando a obra foi pintada? Qual cidade  ela representa?,data_obra
Quando esse quadro foi pintado?,data_obra
Quando foi criada essa obra de arte ?,data_obra
Quando foi pintado?,data_obra
De quando é esse quadro?,data_obra
quando foi feita a pintura?,data_obra
Qual a importância desta obra no modernismo brasileiro?,importância_obra
qual a importância desta tela na obra de Tarsila do amaral?,importância_obra
O quê faz desta uma peça de arte importante?,importância_obra
Em qual momento esse quadro foi feito e por quê é considerado importante?,importância_obra
Por que esse quadro é importante?,importância_obra
Qual a importância desta obra para a arte brasileira?,importância_obra
Qual a importância política/histórica dela?,importância_obra
Quais foram as inspirações e aspirações para a obra de arte?,inspiração_obra
A Tarsila teve inspiração de onde para fazer esse quadro?,inspiração_obra
Qual foi a inspiração?,inspiração_obra
Qual foi a inspiração de Tarsila para essa obra?,inspiração_obra
Essa obra foi inspirada na realidade da Tarsila do Amaral ? O que a inspirou?,inspiração_obra
Qual foi a inspiração do autor para esta obra?,inspiração_obra
Qual foi a sua inspiração para essa pintura?,inspiração_obra
Quando foi que Tarsila do Amaral fez essa obra Sala modernismo? Qual foi a sua inspiração para fazer essa obra?,inspiração_obra
Inspirada em que a autora o criou?,inspiração_obra
Quem mora aí,autor_obra
o ,sem_compreensão
o ,sem_compreensão
Qual ,sem_compreensão
o que torna esta obra única?,importância_obra
Qual era o momento vivido na cidade de São Paulo na época em que a obra foi produzida?,obra_contexto_histórico
Quem foi Tarcila do Amaral?,biografia_tarsila
Quem criou esta obra?,autor_obra
Quem é seu criador?,autor_obra
Quem é o autor da obra?,autor_obra
quem pintou você?,autor_obra
Quem é o artista?,autor_obra
quem desenhou isso?,autor_obra
De qual data é essa obra?,data_obra
Qual data foi divulgada essa pintura?,data_obra
qual a data de conclusao da obra?,data_obra
qual foi a data que o quadro foi pintado ?,data_obra
"o que faz desta, uma obra tão importante?",importância_obra
O que vcs estão fazendo ?,significado_obra
O que é isso?,significado_obra
Quais as referências de Tarsila?,influências_artista
Informação sobre o artista?,biografia_tarsila
Onde nasceu o artista?,nascimento_autor
Que lugar é esse na pintura?,localização_obra
Que lugar é esse?,localização_obra
"A pintura é de algum lugar real, ou é fictício?",localização_obra
Esse lugar é baseado em um lugar real?,localização_obra
Que lugar de São Paulo?,localização_obra
O que esta obra procura expressar?,significado_obra
O que expressa esse quadro?,significado_obra
O que a artista queria expressar com essa obra?,significado_obra
Qual a história deste quadro?,significado_obra
Qual é a história deste quadro?,significado_obra
Qual é a história deste quadro?,significado_obra
Onde posso ver mais telas desse artista?,outras_obras
Qual a primeira obra deste artista?,sem_resposta
Essa obra foi inspirada em algum lugar específico da cidade?,inspiração_obra
qual o movimento artistico que esta obra representa?,estilo_pintura
Qual movimento artístico esse quadro representa?,estilo_pintura
Qual o movimento estava occorendo quando pintou a obra?,estilo_pintura
As pessoas estão esperando alguém?,pessoas_obra
É uma pessoa ou um poste?,pessoas_obra
Há pessoas no quadro?,pessoas_obra
Isso são pessoas?,pessoas_obra
na parte de baixo são pessoas ou postes de luz ?,pessoas_obra
No quadro existem duas figuras que parecem pessoas. São pessoas ou uma bomba de gasolina e uma chancela?,pessoas_obra
O que as duas pessoas representam na obra?,pessoas_obra
O que esta pessoa está fazendo?,pessoas_obra
Os bonecos são pessoas?,pessoas_obra
Por qual motivo nao existem pessoas sendo retratadas?,pessoas_obra
Qual a importância da pintora para o Modernismo?,importância_artista
por que as pessoas não estão personificadas?,pessoas_obra
"porque as pessoas não possuem pé, rosto e nem mão ?",pessoas_obra
"Quais as inspirações da artista? (pessoas, música, etc)",inspiração_obra
São duas pessoas ali? Um menino e uma menina?,pessoas_obra
sao pessoas ?,pessoas_obra
São pessoas aqui no começo?,pessoas_obra
São pessoas no retrato?,pessoas_obra
A pessoa retratada na pintura tem uma cauda ? ,elemento_vermelho
"Isso ao lado da àrvore, de vermelho, é uma pessoa?",elemento_vermelho
o vermelho é um poste? uma pessoa? ou um animal?,elemento_vermelho
Por que a pessoa de vermelho possui uma cauda?,elemento_vermelho
por que a pessoa de azul tem um pescoço gigantesco,elemento_azul
uma das pessoas tem uma cauda?,elemento_vermelho
Porque a outra pessoa parece uma garrafa?,elemento_azul
Quando morreu o artista?,morte_autor
Essa pintura é de uma fábrica?,elemento_estrutura_metal
Tasila do Amaral está vido ainda?,morte_autor
Porque é artista escolheu essas coisas,inspiração_obra
Qual aquele rio que passa lá,elementos_rio
Quais são as dimensões dessa pintura,técnica_obra
A artista fez algum ensaio antes de pintar essa obra?,sem_resposta
Porque tem uma linha dividindo o céu?,sem_resposta
Tarsila do Amaral é Tarsila do Amaral por que ela tinha um bom merchant?,sem_resposta
Porque a pessoa do desse quadro é neutra,pessoas_obra
Qual é altura dessa estrutura preta,sem_resposta
Qual é altura dessa estrutura,sem_resposta
a qual estilo de pintura pertence essa obra ? ,estilo_pintura
Qual estilo de pintura adotado por essa artista?,estilo_pintura
Estilo?,estilo_pintura
